_id,tarih,ilce_kodu,ilce,satis_adedi
2552,2020-11-01,2055,Sultangazi,462
2553,2020-11-01,2015,Tuzla,451
2554,2020-11-01,1852,Ümraniye,842
2555,2020-11-01,1708,Üsküdar,424
2556,2020-11-01,1739,Zeytinburnu,519
2557,2020-12-01,2048,Arnavutköy,338
2558,2020-12-01,2049,Ataşehir,441
2559,2020-12-01,2003,Avcılar,561
2560,2020-12-01,2004,Bağcılar,491
2561,2020-12-01,2005,Bahçelievler,638
2562,2020-12-01,1166,Bakırköy,332
2563,2020-12-01,2050,Başakşehir,1079
2564,2020-12-01,1886,Bayrampaşa,242
2565,2020-12-01,1183,Beşiktaş,197
2566,2020-12-01,1185,Beykoz,54
2567,2020-12-01,2051,Beylikdüzü,933
2568,2020-12-01,1186,Beyoğlu,263
2569,2020-12-01,1782,Büyükçekmece,547
2570,2020-12-01,2052,Çekmeköy,510
2571,2020-12-01,2016,Esenler,166
2572,2020-12-01,2053,Esenyurt,2842
2573,2020-12-01,1325,Eyüpsultan,464
2574,2020-12-01,1327,Fatih,326
2575,2020-12-01,1336,Gaziosmanpaşa,443
2576,2020-12-01,2010,Güngören,211
2577,2020-12-01,1421,Kadıköy,885
2578,2020-12-01,1810,Kağıthane,490
2579,2020-12-01,1449,Kartal,878
2580,2020-12-01,1823,Küçükçekmece,455
2581,2020-12-01,2012,Maltepe,560
2582,2020-12-01,1835,Pendik,945
2583,2020-12-01,2054,Sancaktepe,722
2584,2020-12-01,1604,Sarıyer,331
2585,2020-12-01,1622,Silivri,343
2586,2020-12-01,1663,Şişli,367
2587,2020-12-01,2014,Sultanbeyli,247
2588,2020-12-01,2055,Sultangazi,424
2589,2020-12-01,2015,Tuzla,404
2590,2020-12-01,1852,Ümraniye,848
2591,2020-12-01,1708,Üsküdar,512
2592,2020-12-01,1739,Zeytinburnu,471
2593,2021-01-01,2048,Arnavutköy,246
2594,2021-01-01,2049,Ataşehir,285
2595,2021-01-01,2003,Avcılar,306
2596,2021-01-01,2004,Bağcılar,315
2597,2021-01-01,2005,Bahçelievler,431
2598,2021-01-01,1166,Bakırköy,356
2599,2021-01-01,2050,Başakşehir,593
2600,2021-01-01,1886,Bayrampaşa,163
2601,2021-01-01,1183,Beşiktaş,115
2602,2021-01-01,1185,Beykoz,30
2603,2021-01-01,2051,Beylikdüzü,786
2604,2021-01-01,1186,Beyoğlu,143
2605,2021-01-01,1782,Büyükçekmece,365
2606,2021-01-01,2052,Çekmeköy,345
2607,2021-01-01,2016,Esenler,115
2608,2021-01-01,2053,Esenyurt,1993
2609,2021-01-01,1325,Eyüpsultan,288
2610,2021-01-01,1327,Fatih,257
2611,2021-01-01,1336,Gaziosmanpaşa,273
2612,2021-01-01,2010,Güngören,184
2613,2021-01-01,1421,Kadıköy,632
2614,2021-01-01,1810,Kağıthane,544
2615,2021-01-01,1449,Kartal,441
2616,2021-01-01,1823,Küçükçekmece,277
2617,2021-01-01,2012,Maltepe,363
2618,2021-01-01,1835,Pendik,730
2619,2021-01-01,2054,Sancaktepe,523
2620,2021-01-01,1604,Sarıyer,152
2621,2021-01-01,1622,Silivri,284
2622,2021-01-01,1663,Şişli,284
2623,2021-01-01,2014,Sultanbeyli,187
2624,2021-01-01,2055,Sultangazi,298
2625,2021-01-01,2015,Tuzla,265
2626,2021-01-01,1852,Ümraniye,480
2627,2021-01-01,1708,Üsküdar,260
2628,2021-01-01,1739,Zeytinburnu,226
2629,2021-02-01,2048,Arnavutköy,244
2630,2021-02-01,2049,Ataşehir,387
2631,2021-02-01,2003,Avcılar,461
2632,2021-02-01,2004,Bağcılar,319
2633,2021-02-01,2005,Bahçelievler,554
2634,2021-02-01,1166,Bakırköy,297
2635,2021-02-01,2050,Başakşehir,723
2636,2021-02-01,1886,Bayrampaşa,174
2637,2021-02-01,1183,Beşiktaş,169
2638,2021-02-01,1185,Beykoz,41
2639,2021-02-01,2051,Beylikdüzü,783
2640,2021-02-01,1186,Beyoğlu,199
2641,2021-02-01,1782,Büyükçekmece,490
2642,2021-02-01,2052,Çekmeköy,562
2643,2021-02-01,2016,Esenler,166
2644,2021-02-01,2053,Esenyurt,2234
2645,2021-02-01,1325,Eyüpsultan,327
2646,2021-02-01,1327,Fatih,256
2647,2021-02-01,1336,Gaziosmanpaşa,370
2648,2021-02-01,2010,Güngören,155
2649,2021-02-01,1421,Kadıköy,667
2650,2021-02-01,1810,Kağıthane,349
2651,2021-02-01,1449,Kartal,626
2652,2021-02-01,1823,Küçükçekmece,411
2653,2021-02-01,2012,Maltepe,472
2654,2021-02-01,1835,Pendik,752
2655,2021-02-01,2054,Sancaktepe,589
2656,2021-02-01,1604,Sarıyer,198
2657,2021-02-01,1622,Silivri,272
2658,2021-02-01,1663,Şişli,268
2659,2021-02-01,2014,Sultanbeyli,251
2660,2021-02-01,2055,Sultangazi,422
2661,2021-02-01,2015,Tuzla,340
2662,2021-02-01,1852,Ümraniye,572
2663,2021-02-01,1708,Üsküdar,338
2664,2021-02-01,1739,Zeytinburnu,304
2665,2021-03-01,2048,Arnavutköy,396
2666,2021-03-01,2049,Ataşehir,567
2667,2021-03-01,2003,Avcılar,599
2668,2021-03-01,2004,Bağcılar,566
2669,2021-03-01,2005,Bahçelievler,732
2670,2021-03-01,1166,Bakırköy,408
2671,2021-03-01,2050,Başakşehir,991
2672,2021-03-01,1886,Bayrampaşa,256
2673,2021-03-01,1183,Beşiktaş,250
2674,2021-03-01,1185,Beykoz,58
2675,2021-03-01,2051,Beylikdüzü,1013
2676,2021-03-01,1186,Beyoğlu,207
2677,2021-03-01,1782,Büyükçekmece,625
2678,2021-03-01,2052,Çekmeköy,606
2679,2021-03-01,2016,Esenler,197
2680,2021-03-01,2053,Esenyurt,3121
2681,2021-03-01,1325,Eyüpsultan,408
2682,2021-03-01,1327,Fatih,387
2683,2021-03-01,1336,Gaziosmanpaşa,455
2684,2021-03-01,2010,Güngören,230
2685,2021-03-01,1421,Kadıköy,893
2686,2021-03-01,1810,Kağıthane,518
2687,2021-03-01,1449,Kartal,828
2688,2021-03-01,1823,Küçükçekmece,755
2689,2021-03-01,2012,Maltepe,613
2690,2021-03-01,1835,Pendik,981
2691,2021-03-01,2054,Sancaktepe,815
2692,2021-03-01,1604,Sarıyer,303
2693,2021-03-01,1622,Silivri,412
2694,2021-03-01,1663,Şişli,381
2695,2021-03-01,2014,Sultanbeyli,289
2696,2021-03-01,2055,Sultangazi,496
2697,2021-03-01,2015,Tuzla,544
2698,2021-03-01,1852,Ümraniye,885
2699,2021-03-01,1708,Üsküdar,588
2700,2021-03-01,1739,Zeytinburnu,380
2701,2021-04-01,2048,Arnavutköy,343
2702,2021-04-01,2049,Ataşehir,446
2703,2021-04-01,2003,Avcılar,488
2704,2021-04-01,2004,Bağcılar,478
2705,2021-04-01,2005,Bahçelievler,597
2706,2021-04-01,1166,Bakırköy,463
2707,2021-04-01,2050,Başakşehir,860
2708,2021-04-01,1886,Bayrampaşa,183
2709,2021-04-01,1183,Beşiktaş,202
2710,2021-04-01,1185,Beykoz,63
2711,2021-04-01,2051,Beylikdüzü,958
2712,2021-04-01,1186,Beyoğlu,203
2713,2021-04-01,1782,Büyükçekmece,665
2714,2021-04-01,2052,Çekmeköy,497
2715,2021-04-01,2016,Esenler,206
2716,2021-04-01,2053,Esenyurt,2530
2717,2021-04-01,1325,Eyüpsultan,361
2718,2021-04-01,1327,Fatih,338
2719,2021-04-01,1336,Gaziosmanpaşa,447
2720,2021-04-01,2010,Güngören,210
2721,2021-04-01,1421,Kadıköy,887
2722,2021-04-01,1810,Kağıthane,426
2723,2021-04-01,1449,Kartal,657
2724,2021-04-01,1823,Küçükçekmece,560
2725,2021-04-01,2012,Maltepe,582
2726,2021-04-01,1835,Pendik,885
2727,2021-04-01,2054,Sancaktepe,826
2728,2021-04-01,1604,Sarıyer,240
2729,2021-04-01,1622,Silivri,416
2730,2021-04-01,1663,Şişli,327
2731,2021-04-01,2014,Sultanbeyli,231
2732,2021-04-01,2055,Sultangazi,441
2733,2021-04-01,2015,Tuzla,474
2734,2021-04-01,1852,Ümraniye,746
2735,2021-04-01,1708,Üsküdar,470
2736,2021-04-01,1739,Zeytinburnu,362
2737,2021-05-01,2048,Arnavutköy,210
2738,2021-05-01,2049,Ataşehir,249
2739,2021-05-01,2003,Avcılar,320
2740,2021-05-01,2004,Bağcılar,234
2741,2021-05-01,2005,Bahçelievler,384
2742,2021-05-01,1166,Bakırköy,211
2743,2021-05-01,2050,Başakşehir,416
2744,2021-05-01,1886,Bayrampaşa,115
2745,2021-05-01,1183,Beşiktaş,94
2746,2021-05-01,1185,Beykoz,18
2747,2021-05-01,2051,Beylikdüzü,459
2748,2021-05-01,1186,Beyoğlu,95
2749,2021-05-01,1782,Büyükçekmece,366
2750,2021-05-01,2052,Çekmeköy,330
2751,2021-05-01,2016,Esenler,120
2752,2021-05-01,2053,Esenyurt,1473
2753,2021-05-01,1325,Eyüpsultan,270
2754,2021-05-01,1327,Fatih,213
2755,2021-05-01,1336,Gaziosmanpaşa,298
2756,2021-05-01,2010,Güngören,110
2757,2021-05-01,1421,Kadıköy,551
2758,2021-05-01,1810,Kağıthane,361
2759,2021-05-01,1449,Kartal,483
2760,2021-05-01,1823,Küçükçekmece,313
2761,2021-05-01,2012,Maltepe,337
2762,2021-05-01,1835,Pendik,615
2763,2021-05-01,2054,Sancaktepe,432
2764,2021-05-01,1604,Sarıyer,116
2765,2021-05-01,1622,Silivri,257
2766,2021-05-01,1663,Şişli,170
2767,2021-05-01,2014,Sultanbeyli,160
2768,2021-05-01,2055,Sultangazi,300
2769,2021-05-01,2015,Tuzla,294
2770,2021-05-01,1852,Ümraniye,401
2771,2021-05-01,1708,Üsküdar,244
2772,2021-05-01,1739,Zeytinburnu,178
2773,2021-06-01,2048,Arnavutköy,402
2774,2021-06-01,2049,Ataşehir,601
2775,2021-06-01,2003,Avcılar,684
2776,2021-06-01,2004,Bağcılar,520
2777,2021-06-01,2005,Bahçelievler,872
2778,2021-06-01,1166,Bakırköy,485
2779,2021-06-01,2050,Başakşehir,1174
2780,2021-06-01,1886,Bayrampaşa,272
2781,2021-06-01,1183,Beşiktaş,256
2782,2021-06-01,1185,Beykoz,80
2783,2021-06-01,2051,Beylikdüzü,1198
2784,2021-06-01,1186,Beyoğlu,243
2785,2021-06-01,1782,Büyükçekmece,827
2786,2021-06-01,2052,Çekmeköy,757
2787,2021-06-01,2016,Esenler,286
2788,2021-06-01,2053,Esenyurt,3418
2789,2021-06-01,1325,Eyüpsultan,509
2790,2021-06-01,1327,Fatih,459
2791,2021-06-01,1336,Gaziosmanpaşa,631
2792,2021-06-01,2010,Güngören,283
2793,2021-06-01,1421,Kadıköy,1140
2794,2021-06-01,1810,Kağıthane,644
2795,2021-06-01,1449,Kartal,973
2796,2021-06-01,1823,Küçükçekmece,741
2797,2021-06-01,2012,Maltepe,857
2798,2021-06-01,1835,Pendik,1165
2799,2021-06-01,2054,Sancaktepe,1035
2800,2021-06-01,1604,Sarıyer,268
2801,2021-06-01,1622,Silivri,505
2802,2021-06-01,1663,Şişli,441
2803,2021-06-01,2014,Sultanbeyli,321
2804,2021-06-01,2055,Sultangazi,580
2805,2021-06-01,2015,Tuzla,755
2806,2021-06-01,1852,Ümraniye,1077
2807,2021-06-01,1708,Üsküdar,573
2808,2021-06-01,1739,Zeytinburnu,534
2809,2021-07-01,2048,Arnavutköy,324
2810,2021-07-01,2049,Ataşehir,478
2811,2021-07-01,2003,Avcılar,472
2812,2021-07-01,2004,Bağcılar,341
2813,2021-07-01,2005,Bahçelievler,658
2814,2021-07-01,1166,Bakırköy,368
2815,2021-07-01,2050,Başakşehir,772
2816,2021-07-01,1886,Bayrampaşa,208
2817,2021-07-01,1183,Beşiktaş,187
2818,2021-07-01,1185,Beykoz,55
2819,2021-07-01,2051,Beylikdüzü,998
2820,2021-07-01,1186,Beyoğlu,230
2821,2021-07-01,1782,Büyükçekmece,516
2822,2021-07-01,2052,Çekmeköy,541
2823,2021-07-01,2016,Esenler,204
2824,2021-07-01,2053,Esenyurt,2603
2825,2021-07-01,1325,Eyüpsultan,405
2826,2021-07-01,1327,Fatih,335
2827,2021-07-01,1336,Gaziosmanpaşa,422
2828,2021-07-01,2010,Güngören,225
2829,2021-07-01,1421,Kadıköy,834
2830,2021-07-01,1810,Kağıthane,402
2831,2021-07-01,1449,Kartal,758
2832,2021-07-01,1823,Küçükçekmece,509
2833,2021-07-01,2012,Maltepe,573
2834,2021-07-01,1835,Pendik,872
2835,2021-07-01,2054,Sancaktepe,697
2836,2021-07-01,1604,Sarıyer,202
2837,2021-07-01,1622,Silivri,442
2838,2021-07-01,1663,Şişli,324
2839,2021-07-01,2014,Sultanbeyli,256
2840,2021-07-01,2055,Sultangazi,467
2841,2021-07-01,2015,Tuzla,438
2842,2021-07-01,1852,Ümraniye,761
2843,2021-07-01,1708,Üsküdar,473
2844,2021-07-01,1739,Zeytinburnu,353
2845,2021-08-01,2048,Arnavutköy,461
2846,2021-08-01,2049,Ataşehir,597
2847,2021-08-01,2003,Avcılar,615
2848,2021-08-01,2004,Bağcılar,471
2849,2021-08-01,2005,Bahçelievler,703
2850,2021-08-01,1166,Bakırköy,471
2851,2021-08-01,2050,Başakşehir,1016
2852,2021-08-01,1886,Bayrampaşa,236
2853,2021-08-01,1183,Beşiktaş,244
2854,2021-08-01,1185,Beykoz,37
2855,2021-08-01,2051,Beylikdüzü,1356
2856,2021-08-01,1186,Beyoğlu,249
2857,2021-08-01,1782,Büyükçekmece,779
2858,2021-08-01,2052,Çekmeköy,758
2859,2021-08-01,2016,Esenler,235
2860,2021-08-01,2053,Esenyurt,3528
2861,2021-08-01,1325,Eyüpsultan,549
2862,2021-08-01,1327,Fatih,438
2863,2021-08-01,1336,Gaziosmanpaşa,487
2864,2021-08-01,2010,Güngören,243
2865,2021-08-01,1421,Kadıköy,965
2866,2021-08-01,1810,Kağıthane,538
2867,2021-08-01,1449,Kartal,983
2868,2021-08-01,1823,Küçükçekmece,583
2869,2021-08-01,2012,Maltepe,740
2870,2021-08-01,1835,Pendik,1153
2871,2021-08-01,2054,Sancaktepe,956
2872,2021-08-01,1604,Sarıyer,300
2873,2021-08-01,1622,Silivri,520
2874,2021-08-01,1663,Şişli,427
2875,2021-08-01,2014,Sultanbeyli,366
2876,2021-08-01,2055,Sultangazi,555
2877,2021-08-01,2015,Tuzla,503
2878,2021-08-01,1852,Ümraniye,969
2879,2021-08-01,1708,Üsküdar,569
2880,2021-08-01,1739,Zeytinburnu,447
2881,2021-09-01,2048,Arnavutköy,518
2882,2021-09-01,2049,Ataşehir,664
2883,2021-09-01,2003,Avcılar,643
2884,2021-09-01,2004,Bağcılar,522
2885,2021-09-01,2005,Bahçelievler,868
2886,2021-09-01,1166,Bakırköy,473
2887,2021-09-01,2050,Başakşehir,1108
2888,2021-09-01,1886,Bayrampaşa,279
2889,2021-09-01,1183,Beşiktaş,299
2890,2021-09-01,1185,Beykoz,66
2891,2021-09-01,2051,Beylikdüzü,1461
2892,2021-09-01,1186,Beyoğlu,281
2893,2021-09-01,1782,Büyükçekmece,710
2894,2021-09-01,2052,Çekmeköy,867
2895,2021-09-01,2016,Esenler,267
2896,2021-09-01,2053,Esenyurt,4067
2897,2021-09-01,1325,Eyüpsultan,617
2898,2021-09-01,1327,Fatih,493
2899,2021-09-01,1336,Gaziosmanpaşa,597
2900,2021-09-01,2010,Güngören,272
2901,2021-09-01,1421,Kadıköy,1149
2902,2021-09-01,1810,Kağıthane,834
2903,2021-09-01,1449,Kartal,1139
2904,2021-09-01,1823,Küçükçekmece,818
2905,2021-09-01,2012,Maltepe,954
2906,2021-09-01,1835,Pendik,1409
2907,2021-09-01,2054,Sancaktepe,1067
2908,2021-09-01,1604,Sarıyer,327
2909,2021-09-01,1622,Silivri,591
2910,2021-09-01,1663,Şişli,477
2911,2021-09-01,2014,Sultanbeyli,304
2912,2021-09-01,2055,Sultangazi,666
2913,2021-09-01,2015,Tuzla,759
2914,2021-09-01,1852,Ümraniye,1150
2915,2021-09-01,1708,Üsküdar,729
2916,2021-09-01,1739,Zeytinburnu,489
2917,2021-10-01,2048,Arnavutköy,492
2918,2021-10-01,2049,Ataşehir,776
2919,2021-10-01,2003,Avcılar,681
2920,2021-10-01,2004,Bağcılar,427
2921,2021-10-01,2005,Bahçelievler,875
2922,2021-10-01,1166,Bakırköy,440
2923,2021-10-01,2050,Başakşehir,930
2924,2021-10-01,1886,Bayrampaşa,378
2925,2021-10-01,1183,Beşiktaş,327
2926,2021-10-01,1185,Beykoz,61
2927,2021-10-01,2051,Beylikdüzü,1082
2928,2021-10-01,1186,Beyoğlu,316
2929,2021-10-01,1782,Büyükçekmece,871
2930,2021-10-01,2052,Çekmeköy,698
2931,2021-10-01,2016,Esenler,319
2932,2021-10-01,2053,Esenyurt,3480
2933,2021-10-01,1325,Eyüpsultan,583
2934,2021-10-01,1327,Fatih,487
2935,2021-10-01,1336,Gaziosmanpaşa,565
2936,2021-10-01,2010,Güngören,381
2937,2021-10-01,1421,Kadıköy,1067
2938,2021-10-01,1810,Kağıthane,690
2939,2021-10-01,1449,Kartal,1120
2940,2021-10-01,1823,Küçükçekmece,794
2941,2021-10-01,2012,Maltepe,767
2942,2021-10-01,1835,Pendik,1176
2943,2021-10-01,2054,Sancaktepe,976
2944,2021-10-01,1604,Sarıyer,274
2945,2021-10-01,1622,Silivri,549
2946,2021-10-01,1663,Şişli,533
2947,2021-10-01,2014,Sultanbeyli,304
2948,2021-10-01,2055,Sultangazi,646
2949,2021-10-01,2015,Tuzla,532
2950,2021-10-01,1852,Ümraniye,1215
2951,2021-10-01,1708,Üsküdar,626
2952,2021-10-01,1739,Zeytinburnu,387
2953,2021-11-01,2048,Arnavutköy,585
2954,2021-11-01,2049,Ataşehir,800
2955,2021-11-01,2003,Avcılar,601
2956,2021-11-01,2004,Bağcılar,596
2957,2021-11-01,2005,Bahçelievler,945
2958,2021-11-01,1166,Bakırköy,564
2959,2021-11-01,2050,Başakşehir,1157
2960,2021-11-01,1886,Bayrampaşa,391
2961,2021-11-01,1183,Beşiktaş,336
2962,2021-11-01,1185,Beykoz,49
2963,2021-11-01,2051,Beylikdüzü,1419
2964,2021-11-01,1186,Beyoğlu,314
2965,2021-11-01,1782,Büyükçekmece,717
2966,2021-11-01,2052,Çekmeköy,1063
2967,2021-11-01,2016,Esenler,321
2968,2021-11-01,2053,Esenyurt,4128
2969,2021-11-01,1325,Eyüpsultan,701
2970,2021-11-01,1327,Fatih,696
2971,2021-11-01,1336,Gaziosmanpaşa,796
2972,2021-11-01,2010,Güngören,425
2973,2021-11-01,1421,Kadıköy,1308
2974,2021-11-01,1810,Kağıthane,895
2975,2021-11-01,1449,Kartal,1346
2976,2021-11-01,1823,Küçükçekmece,801
2977,2021-11-01,2012,Maltepe,1009
2978,2021-11-01,1835,Pendik,1487
2979,2021-11-01,2054,Sancaktepe,1245
2980,2021-11-01,1604,Sarıyer,337
2981,2021-11-01,1622,Silivri,673
2982,2021-11-01,1663,Şişli,655
2983,2021-11-01,2014,Sultanbeyli,466
2984,2021-11-01,2055,Sultangazi,893
2985,2021-11-01,2015,Tuzla,754
2986,2021-11-01,1852,Ümraniye,1475
2987,2021-11-01,1708,Üsküdar,893
2988,2021-11-01,1739,Zeytinburnu,548
2989,2021-12-01,1103,Adalar,43
2990,2021-12-01,2048,Arnavutköy,881
2991,2021-12-01,2049,Ataşehir,984
2992,2021-12-01,2003,Avcılar,926
2993,2021-12-01,2004,Bağcılar,741
2994,2021-12-01,2005,Bahçelievler,1517
2995,2021-12-01,1166,Bakırköy,578
2996,2021-12-01,2050,Başakşehir,1486
2997,2021-12-01,1886,Bayrampaşa,472
2998,2021-12-01,1183,Beşiktaş,931
2999,2021-12-01,1185,Beykoz,81
3000,2021-12-01,2051,Beylikdüzü,1778
3001,2021-12-01,1186,Beyoğlu,527
3002,2021-12-01,1782,Büyükçekmece,1004
3003,2021-12-01,2052,Çekmeköy,1043
3004,2021-12-01,2016,Esenler,420
3005,2021-12-01,2053,Esenyurt,4527
3006,2021-12-01,1325,Eyüpsultan,900
3007,2021-12-01,1327,Fatih,878
3008,2021-12-01,1336,Gaziosmanpaşa,961
3009,2021-12-01,2010,Güngören,458
3010,2021-12-01,1421,Kadıköy,1471
3011,2021-12-01,1810,Kağıthane,1211
3012,2021-12-01,1449,Kartal,1410
3013,2021-12-01,1823,Küçükçekmece,759
3014,2021-12-01,2012,Maltepe,1081
3015,2021-12-01,1835,Pendik,1799
3016,2021-12-01,2054,Sancaktepe,1819
3017,2021-12-01,1604,Sarıyer,334
3018,2021-12-01,1622,Silivri,725
3019,2021-12-01,1663,Şişli,895
3020,2021-12-01,2014,Sultanbeyli,560
3021,2021-12-01,2055,Sultangazi,1002
3022,2021-12-01,2015,Tuzla,949
3023,2021-12-01,1852,Ümraniye,1933
3024,2021-12-01,1708,Üsküdar,1009
3025,2021-12-01,1739,Zeytinburnu,659
3026,2022-01-01,1103,Adalar,12
3027,2022-01-01,2048,Arnavutköy,296
3028,2022-01-01,2049,Ataşehir,295
3029,2022-01-01,2003,Avcılar,412
3030,2022-01-01,2004,Bağcılar,274
3031,2022-01-01,2005,Bahçelievler,492
3032,2022-01-01,1166,Bakırköy,220
3033,2022-01-01,2050,Başakşehir,526
3034,2022-01-01,1886,Bayrampaşa,228
3035,2022-01-01,1183,Beşiktaş,144
3036,2022-01-01,1185,Beykoz,38
3037,2022-01-01,2051,Beylikdüzü,837
3038,2022-01-01,1186,Beyoğlu,212
3039,2022-01-01,1782,Büyükçekmece,506
3040,2022-01-01,1237,Çatalca,31
3041,2022-01-01,2052,Çekmeköy,387
3042,2022-01-01,2016,Esenler,172
3043,2022-01-01,2053,Esenyurt,2443
3044,2022-01-01,1325,Eyüpsultan,308
3045,2022-01-01,1327,Fatih,370
3046,2022-01-01,1336,Gaziosmanpaşa,394
3047,2022-01-01,2010,Güngören,174
3048,2022-01-01,1421,Kadıköy,488
3049,2022-01-01,1810,Kağıthane,495
3050,2022-01-01,1449,Kartal,466
3051,2022-01-01,1823,Küçükçekmece,415
3052,2022-01-01,2012,Maltepe,390
3053,2022-01-01,1835,Pendik,606
3054,2022-01-01,2054,Sancaktepe,498
3055,2022-01-01,1604,Sarıyer,128
3056,2022-01-01,1659,Şile,69
3057,2022-01-01,1622,Silivri,344
3058,2022-01-01,1663,Şişli,281
3059,2022-01-01,2014,Sultanbeyli,232
3060,2022-01-01,2055,Sultangazi,361
3061,2022-01-01,2015,Tuzla,348
3062,2022-01-01,1852,Ümraniye,522
3063,2022-01-01,1708,Üsküdar,372
3064,2022-01-01,1739,Zeytinburnu,324
3065,2022-02-01,1103,Adalar,33
3066,2022-02-01,2048,Arnavutköy,333
3067,2022-02-01,2049,Ataşehir,371
3068,2022-02-01,2003,Avcılar,606
3069,2022-02-01,2004,Bağcılar,297
3070,2022-02-01,2005,Bahçelievler,719
3071,2022-02-01,1166,Bakırköy,331
3072,2022-02-01,2050,Başakşehir,714
3073,2022-02-01,1886,Bayrampaşa,230
3074,2022-02-01,1183,Beşiktaş,244
3075,2022-02-01,1185,Beykoz,33
3076,2022-02-01,2051,Beylikdüzü,1029
3077,2022-02-01,1186,Beyoğlu,220
3078,2022-02-01,1782,Büyükçekmece,524
3079,2022-02-01,1237,Çatalca,55
3080,2022-02-01,2052,Çekmeköy,495
3081,2022-02-01,2016,Esenler,382
3082,2022-02-01,2053,Esenyurt,2621
3083,2022-02-01,1325,Eyüpsultan,430
3084,2022-02-01,1327,Fatih,430
3085,2022-02-01,1336,Gaziosmanpaşa,461
3086,2022-02-01,2010,Güngören,243
3087,2022-02-01,1421,Kadıköy,621
3088,2022-02-01,1810,Kağıthane,591
3089,2022-02-01,1449,Kartal,654
3090,2022-02-01,1823,Küçükçekmece,508
3091,2022-02-01,2012,Maltepe,546
3092,2022-02-01,1835,Pendik,771
3093,2022-02-01,2054,Sancaktepe,541
3094,2022-02-01,1604,Sarıyer,175
3095,2022-02-01,1659,Şile,69
3096,2022-02-01,1622,Silivri,411
3097,2022-02-01,1663,Şişli,435
3098,2022-02-01,2014,Sultanbeyli,244
3099,2022-02-01,2055,Sultangazi,438
3100,2022-02-01,2015,Tuzla,354
3101,2022-02-01,1852,Ümraniye,750
3102,2022-02-01,1708,Üsküdar,440
3103,2022-02-01,1739,Zeytinburnu,403
3104,2022-03-01,1103,Adalar,25
3105,2022-03-01,2048,Arnavutköy,472
3106,2022-03-01,2049,Ataşehir,520
3107,2022-03-01,2003,Avcılar,644
3108,2022-03-01,2004,Bağcılar,399
3109,2022-03-01,2005,Bahçelievler,902
3110,2022-03-01,1166,Bakırköy,432
3111,2022-03-01,2050,Başakşehir,807
3112,2022-03-01,1886,Bayrampaşa,277
3113,2022-03-01,1183,Beşiktaş,294
3114,2022-03-01,1185,Beykoz,45
3115,2022-03-01,2051,Beylikdüzü,1407
3116,2022-03-01,1186,Beyoğlu,289
3117,2022-03-01,1782,Büyükçekmece,697
3118,2022-03-01,1237,Çatalca,62
3119,2022-03-01,2052,Çekmeköy,602
3120,2022-03-01,2016,Esenler,456
3121,2022-03-01,2053,Esenyurt,3470
3122,2022-03-01,1325,Eyüpsultan,560
3123,2022-03-01,1327,Fatih,600
3124,2022-03-01,1336,Gaziosmanpaşa,569
3125,2022-03-01,2010,Güngören,246
3126,2022-03-01,1421,Kadıköy,839
3127,2022-03-01,1810,Kağıthane,726
3128,2022-03-01,1449,Kartal,803
3129,2022-03-01,1823,Küçükçekmece,581
3130,2022-03-01,2012,Maltepe,672
3131,2022-03-01,1835,Pendik,952
3132,2022-03-01,2054,Sancaktepe,793
3133,2022-03-01,1604,Sarıyer,214
3134,2022-03-01,1659,Şile,83
3135,2022-03-01,1622,Silivri,503
3136,2022-03-01,1663,Şişli,531
3137,2022-03-01,2014,Sultanbeyli,291
3138,2022-03-01,2055,Sultangazi,571
3139,2022-03-01,2015,Tuzla,591
3140,2022-03-01,1852,Ümraniye,1013
3141,2022-03-01,1708,Üsküdar,536
3142,2022-03-01,1739,Zeytinburnu,500
3143,2022-04-01,1103,Adalar,33
3144,2022-04-01,2048,Arnavutköy,456
3145,2022-04-01,2049,Ataşehir,574
3146,2022-04-01,2003,Avcılar,701
3147,2022-04-01,2004,Bağcılar,495
3148,2022-04-01,2005,Bahçelievler,925
3149,2022-04-01,1166,Bakırköy,404
3150,2022-04-01,2050,Başakşehir,996
3151,2022-04-01,1886,Bayrampaşa,263
3152,2022-04-01,1183,Beşiktaş,293
3153,2022-04-01,1185,Beykoz,119
3154,2022-04-01,2051,Beylikdüzü,1500
3155,2022-04-01,1186,Beyoğlu,322
3156,2022-04-01,1782,Büyükçekmece,803
3157,2022-04-01,1237,Çatalca,93
3158,2022-04-01,2052,Çekmeköy,759
3159,2022-04-01,2016,Esenler,427
3160,2022-04-01,2053,Esenyurt,3541
3161,2022-04-01,1325,Eyüpsultan,693
3162,2022-04-01,1327,Fatih,569
3163,2022-04-01,1336,Gaziosmanpaşa,578
3164,2022-04-01,2010,Güngören,306
3165,2022-04-01,1421,Kadıköy,1073
3166,2022-04-01,1810,Kağıthane,797
3167,2022-04-01,1449,Kartal,914
3168,2022-04-01,1823,Küçükçekmece,725
3169,2022-04-01,2012,Maltepe,825
3170,2022-04-01,1835,Pendik,1086
3171,2022-04-01,2054,Sancaktepe,856
3172,2022-04-01,1604,Sarıyer,279
3173,2022-04-01,1659,Şile,107
3174,2022-04-01,1622,Silivri,527
3175,2022-04-01,1663,Şişli,569
3176,2022-04-01,2014,Sultanbeyli,330
3177,2022-04-01,2055,Sultangazi,617
3178,2022-04-01,2015,Tuzla,663
